ds/dl_dl/dp,dl/dp,ds/dl_ds/dp,ds/dp,ds/dl_theta_l,theta_l,ds/dl_theta_s,theta_s,Study
0.998769519233587,0.803123077373802,1.00583345851485,0.83596214511041,0.796296296296296,0.515498091306342,1.00461361014994,1.34981461366687,Zamir (1982)
1.00060547466284,0.846875946054161,0.596925542035952,0.529968454258675,0.796296296296296,0.597977785915357,1.00514446487431,1.02349558020486,Zamir (1982)
,,,,0.797979797979798,0.636271929840971,0.925419737178652,0.812396426623598,Zamir (1982)
,,,,0.7996632996633,0.662783260251011,0.899895276840739,0.794445594861834,Zamir (1982)
,,,,0.808080808080808,0.730534437965559,0.833355050117512,0.856348674324064,Zamir (1982)
,,,,0.828282828282828,0.81890553933236,0.835193737844633,0.773295755074959,Zamir (1982)
,,,,0.833333333333333,0.621543412946504,0.835256475221149,0.734730778393085,Zamir (1982)
,,,,0.835016835016835,0.488986760896302,0.830203703435595,0.699102016028098,Zamir (1982)
,,,,0.872053872053872,0.633326226462077,0.804698546905841,0.669285037594988,Zamir (1982)
,,,,0.898989898989899,0.633326226462077,0.801233513341344,0.704863262708393,Zamir (1982)
,,,,0.937710437710438,0.4006156595295,0.804592375960968,0.734548844287391,Zamir (1982)
,,,,0.917508417508418,0.350538702088313,0.79944308513462,0.758250815279134,Zamir (1982)
,,,,1,0.053022660820081,0.878313619319251,0.447229407870853,Zamir (1982)
,,,,0.998316498316498,0.701077404176625,1.00069493709372,0.617049734360307,Zamir (1982)
,,,,0.998316498316498,0.724643031207772,1.00569462340683,0.685310400071495,Zamir (1982)
,,,,0.996632996632996,0.786502802164533,,,Zamir (1982)
,,,,0.996632996632996,0.910222344078055,,,Zamir (1982)
